system:index,A,B,K,.geo
133,199.09288024902344,0.5854923129081726,0.024919521063566208,"{""type"":""Point"",""coordinates"":[-68.70073643322189,-3.509032073088427]}"
134,180.4196319580078,0.5108938813209534,0.02309136651456356,"{""type"":""Point"",""coordinates"":[-71.94342983105014,-7.067167660898865]}"
135,188.0629119873047,0.5408657789230347,0.02347313053905964,"{""type"":""Point"",""coordinates"":[-54.13027484105654,-9.749360805033954]}"
136,171.8562774658203,0.5238482356071472,0.021536946296691895,"{""type"":""Point"",""coordinates"":[-60.87589092032174,8.406041644754348]}"
137,139.42637634277344,0.43660563230514526,0.01809544675052166,"{""type"":""Point"",""coordinates"":[-64.17645389564154,-12.972546225740327]}"
138,201.3857879638672,0.588881254196167,0.024229543283581734,"{""type"":""Point"",""coordinates"":[-65.17420271735114,3.5078799672729937]}"
139,183.60000610351562,0.577875554561615,0.025595257058739662,"{""type"":""Point"",""coordinates"":[-69.76972254288316,-3.1345530012576237]}"
140,193.5,0.47880876064300537,0.017371471971273422,"{""type"":""Point"",""coordinates"":[-69.39339884233776,-12.137237575111879]}"
141,184.5,0.5741377472877502,0.026513351127505302,"{""type"":""Point"",""coordinates"":[-65.69643834211563,0.8781890081756041]}"
142,176.60316467285156,0.5109155178070068,0.022980347275733948,"{""type"":""Point"",""coordinates"":[-50.298056014464215,-7.884921399450445]}"
143,196.8486328125,0.5221971869468689,0.02109941653907299,"{""type"":""Point"",""coordinates"":[-69.96138024573983,-6.535323304657333]}"
144,186.3000030517578,0.5551553964614868,0.025204386562108994,"{""type"":""Point"",""coordinates"":[-72.8747879975305,-0.32715369220743645]}"
145,185.39999389648438,0.5850632786750793,0.026208089664578438,"{""type"":""Point"",""coordinates"":[-71.48108978944153,-3.75994783190363]}"
146,205.38143920898438,0.5538359880447388,0.022796569392085075,"{""type"":""Point"",""coordinates"":[-66.06228060781105,5.970506177679277]}"
147,164.6999969482422,0.5155542492866516,0.02312837541103363,"{""type"":""Point"",""coordinates"":[-59.531183673753,2.5017464538700644]}"
148,195.2309112548828,0.5611975789070129,0.024211138486862183,"{""type"":""Point"",""coordinates"":[-61.39711788535112,-2.1550607396387087]}"
149,149.39999389648438,0.4695688486099243,0.023364068940281868,"{""type"":""Point"",""coordinates"":[-57.18751098253064,-13.060122036366163]}"
150,155.8712158203125,0.4867393672466278,0.020306097343564034,"{""type"":""Point"",""coordinates"":[-61.281549100970906,7.447512192219755]}"
151,182.6999969482422,0.5158331394195557,0.023993350565433502,"{""type"":""Point"",""coordinates"":[-50.860969689559326,-4.582376960917752]}"
152,183.7011260986328,0.5774480104446411,0.027212079614400864,"{""type"":""Point"",""coordinates"":[-72.73380126399806,-0.32885073675826865]}"
153,175.21875,0.5227458477020264,0.02474888227880001,"{""type"":""Point"",""coordinates"":[-71.75207298979093,-6.610126502299111]}"
154,202.43235778808594,0.5850940346717834,0.023863300681114197,"{""type"":""Point"",""coordinates"":[-61.89932320251009,-2.024717757788608]}"
155,184.5,0.5258250832557678,0.023463349789381027,"{""type"":""Point"",""coordinates"":[-49.99142875010473,-6.011208202784978]}"
156,170.10000610351562,0.4255425035953522,0.015015628188848495,"{""type"":""Point"",""coordinates"":[-68.13794171763111,-10.52436465257432]}"
157,188.3413848876953,0.5647962689399719,0.026860311627388,"{""type"":""Point"",""coordinates"":[-64.19439594134954,1.4212521708396202]}"
158,176.11074829101562,0.4517480432987213,0.01831156574189663,"{""type"":""Point"",""coordinates"":[-63.9522528282806,-10.194508859664268]}"
159,184.939697265625,0.46397536993026733,0.017711620777845383,"{""type"":""Point"",""coordinates"":[-59.71688918242882,-9.31977638864421]}"
160,211.1634979248047,0.5444520115852356,0.020151736214756966,"{""type"":""Point"",""coordinates"":[-68.27926641292278,-5.883167383433498]}"
161,190.85943603515625,0.535916805267334,0.022688621655106544,"{""type"":""Point"",""coordinates"":[-64.63159143934753,-5.616541731642956]}"
162,198.0,0.4432884156703949,0.011809020303189754,"{""type"":""Point"",""coordinates"":[-67.90869028344531,-10.726381409514024]}"
163,189.02117919921875,0.584874153137207,0.025994759052991867,"{""type"":""Point"",""coordinates"":[-75.17188954048409,-3.5306749965547466]}"
164,196.76321411132812,0.5531063675880432,0.023935971781611443,"{""type"":""Point"",""coordinates"":[-74.21234342786587,1.6685090165280339]}"
165,132.3000030517578,0.5073963403701782,0.026147523894906044,"{""type"":""Point"",""coordinates"":[-66.63479181316293,-14.129410091824742]}"
166,194.39999389648438,0.5777709484100342,0.025244807824492455,"{""type"":""Point"",""coordinates"":[-75.29285111827011,1.2928945291615042]}"
167,190.8000030517578,0.454600065946579,0.016074594110250473,"{""type"":""Point"",""coordinates"":[-68.89116697305897,-9.715977277376956]}"
168,196.0629425048828,0.5333297848701477,0.01914903335273266,"{""type"":""Point"",""coordinates"":[-59.40172233946682,7.867521190735464]}"
169,193.7927703857422,0.5746275782585144,0.025708267465233803,"{""type"":""Point"",""coordinates"":[-63.45874709788591,5.369616237312965]}"
170,180.0,0.49048808217048645,0.022190121933817863,"{""type"":""Point"",""coordinates"":[-47.78283841295522,-4.408328913976908]}"
171,158.39999389648438,0.4505805969238281,0.020786214619874954,"{""type"":""Point"",""coordinates"":[-59.722547200114874,-11.797284669370638]}"
172,191.425537109375,0.5387540459632874,0.022315865382552147,"{""type"":""Point"",""coordinates"":[-66.67066087005739,-5.20241738140865]}"
173,182.6999969482422,0.5426997542381287,0.024044780060648918,"{""type"":""Point"",""coordinates"":[-68.98749814269316,0.0672377166925685]}"
174,188.9709930419922,0.529611349105835,0.022645708173513412,"{""type"":""Point"",""coordinates"":[-56.18006884006105,-7.991755400255597]}"
175,199.8000030517578,0.5629589557647705,0.024308379739522934,"{""type"":""Point"",""coordinates"":[-77.12761299006685,-1.1453282785164844]}"
176,127.80000305175781,0.4392325282096863,0.02231718972325325,"{""type"":""Point"",""coordinates"":[-52.817635987747835,-13.284195316617016]}"
177,193.5,0.5659370422363281,0.023357145488262177,"{""type"":""Point"",""coordinates"":[-69.36250156519925,-2.212160514132493]}"
178,179.73321533203125,0.5187234878540039,0.02323419414460659,"{""type"":""Point"",""coordinates"":[-69.97475779149367,-5.628032326869746]}"
179,173.76820373535156,0.5646458268165588,0.02782946452498436,"{""type"":""Point"",""coordinates"":[-76.47019133989161,-2.9674389105855385]}"
180,189.0,0.529193103313446,0.022927748039364815,"{""type"":""Point"",""coordinates"":[-58.931150988763655,0.16433413780049932]}"
181,195.3324432373047,0.5444907546043396,0.022486140951514244,"{""type"":""Point"",""coordinates"":[-68.3739617188649,-4.587691024123947]}"
182,187.2716522216797,0.5423524975776672,0.02381710149347782,"{""type"":""Point"",""coordinates"":[-54.15704118910259,-9.481136411121659]}"
183,183.7653350830078,0.49255120754241943,0.02124219760298729,"{""type"":""Point"",""coordinates"":[-67.7178987429295,-8.191170298437404]}"
184,180.0,0.5591694116592407,0.024123629555106163,"{""type"":""Point"",""coordinates"":[-66.5664756655039,6.325350836188777]}"
185,191.17755126953125,0.4672654867172241,0.017813438549637794,"{""type"":""Point"",""coordinates"":[-67.76235903931817,-8.809806732251037]}"
186,195.3000030517578,0.5701854228973389,0.024527937173843384,"{""type"":""Point"",""coordinates"":[-59.89446119492151,-2.3029425706234643]}"
187,149.107421875,0.4614477753639221,0.023732056841254234,"{""type"":""Point"",""coordinates"":[-60.04101713558184,-13.006706974416923]}"
188,177.3000030517578,0.5002007484436035,0.02137954719364643,"{""type"":""Point"",""coordinates"":[-46.12006662606542,-4.325118799578132]}"
189,198.0728302001953,0.5951137542724609,0.025882868096232414,"{""type"":""Point"",""coordinates"":[-49.46564510177578,-2.6736002793758082]}"
190,180.44407653808594,0.503122091293335,0.022623233497142792,"{""type"":""Point"",""coordinates"":[-50.83186520606862,-8.179708375234606]}"
191,185.39999389648438,0.5556957721710205,0.024386117234826088,"{""type"":""Point"",""coordinates"":[-49.179747703178904,-4.426756737740731]}"
192,180.26133728027344,0.563385546207428,0.025388343259692192,"{""type"":""Point"",""coordinates"":[-77.51209982027866,-3.460683315063689]}"
193,193.0455780029297,0.5774803757667542,0.024997904896736145,"{""type"":""Point"",""coordinates"":[-67.30852350767393,-3.8134415167112365]}"
194,205.9017791748047,0.571164071559906,0.023336147889494896,"{""type"":""Point"",""coordinates"":[-59.843468558982536,-5.6309245394964655]}"
195,200.51113891601562,0.5804961323738098,0.02545946091413498,"{""type"":""Point"",""coordinates"":[-63.027263579569876,4.6953795078107525]}"
196,175.5,0.4383419454097748,0.014791427180171013,"{""type"":""Point"",""coordinates"":[-67.2153890286725,-10.558522873990318]}"
197,162.89999389648438,0.49710115790367126,0.02225452847778797,"{""type"":""Point"",""coordinates"":[-60.101502466741884,7.883511109030819]}"
198,191.9483184814453,0.5432730317115784,0.02350015752017498,"{""type"":""Point"",""coordinates"":[-55.23153510558208,-8.95230353428032]}"
199,227.42889404296875,0.5772969722747803,0.020508218556642532,"{""type"":""Point"",""coordinates"":[-62.27100610317465,-5.620769748213241]}"
200,181.8000030517578,0.5837788581848145,0.02628457173705101,"{""type"":""Point"",""coordinates"":[-65.39510184046729,-0.12360065571442316]}"
201,216.61953735351562,0.566332995891571,0.021920355036854744,"{""type"":""Point"",""coordinates"":[-53.844743592539444,-0.34217835518239714]}"
202,197.12025451660156,0.5656380653381348,0.024425363168120384,"{""type"":""Point"",""coordinates"":[-51.33678446138495,-3.2810433570862614]}"
203,159.3000030517578,0.5149520039558411,0.02355768531560898,"{""type"":""Point"",""coordinates"":[-56.0441357724387,5.529218460072574]}"
204,178.1999969482422,0.5166985988616943,0.023693690076470375,"{""type"":""Point"",""coordinates"":[-71.54926129240363,-6.546063832424456]}"
205,198.2222900390625,0.544662594795227,0.02342374622821808,"{""type"":""Point"",""coordinates"":[-57.751625767907065,-5.942684236908143]}"
